Username,Comment
@mdsarfarazansari3402,"Kamal yar 
Love u bro
Reply me 
Ur big fan"
@shubhamjain6628,Bhai. Guwahati kab aaoge?
@utkarshakale3210,Can I please know the starting song name 🙏
@0neAboveAll,Bhai bohot mazza aaya. doing good.
@namitasharma30,If Arijit Singh was a stand up comedian 😂😂❤
@moinshaikh4353,Why this is a so relatable 😂😂
@sakshantdesai1791,Ek number 😂😂😂
@stomeM,Sir aap YouTube bhi use karte ho mujhe toh 1 saal baad pata chala h 😅😂
@arpit_1109,Asli account se aao @ArijitSingh
@NandLal-j6f,Very nice video sir❤❤❤❤❤❤
@mukultanwar88,Bhai this is awesome ❤
@yashbhansali1288,It's good to see Arijit Singh trying other genres than singing
@Dischargedion,Clean comedy best humour ❤
@utsavrajput8336,Bhai ye jo video k end me dusra bnda aa rha... Iske baal brdha do bilkul tumhari tarah lgega..
@Karma4Good,भाई मज़ा आगया ।
@ASHISHGUPTA-wv7iu,Arijit Singh left his high paid job to follow his passion in comedy 😂😂😂
@adityaprataprao8227,Nice
@DazzlingSejal,"Mere b vahi haal hai😂
Mere maze upar vala le raha hai 😅😛"
@omkarjadhav7,"his sense of humuor is out of thia world
💯"
@nashwatt,Best!!!!
@narinderkumar02,Mogambo khush huaa agent vinod
@madhurmoms,Arijit Singh start stand-up comedy
@nishantkashyap3426,This man is crazy bro crazy 😂😂😂
@sanjusah6545,Mast hai Bhai
@jeetdebnathguddu7630,😂🎉
@subhamaymondal3350,He is the King of Self deprecating humour. Very few people will actually find him funny.
@devbratkumar2515,Kuchh second k liye lga aailaa Arijit singh😱
@dontlearnjustadaptit2832,Superbbbbbbb
@rohitkant5279,"Bhot badiya sir ..
Keep it up.
Biggest fan ❤"
@nikysharma9256,😂
@mdarshad9723,Sir Kolkata main aap show karna kab aao ga
@satthi1593,❤❤❤...
@Destroyer-rider,Jaldi jaldi video daloge to hi share karunga tum let dalte video
@saneminded,He Finally remembered his channel password 😂
@Rktechindianidol,"😂 जब समय होला कमजोर तो हर😢
😢😢 कोई साथ छोड़ देला 😢😢😢
     Nice video"
@himanshubawari9804,Didn't meet the expectations😢...
@iRahulRajvanshi,❤
@ancox5,"Aap ka video Aaj poora dekha. And I must say , it was really impressive.
You have a very peculiar style where u have not insulted anyone or cracked any indecent jokes.
It was a good family content and very relatable.
I specially enjoyed the office joke and solo traveler's joke. And Gupta ji ka dhaba 😂.



I am from Mumbai and will definitely like to see your live shows."
@ratneshsingh2758,Gajab
@vickyleo9756,😂😂😂
@fitandfabrashmirawat2047,Too good😂😂😂
@SonuPatel-sw9kl,One of The best standup comedy I ever watched. 🤣🤣🤣🤪💝
@pratik-v1k,mast
@devashishbiswas9883,Bhaiya aap kamaal ho yrr 😂🤣 mje hi aa gye
@shivstrongsingh3672,such a poor jokes. waha baithe log zabardasti ka has rhe hai. That are so annoying
@sonaman7762,Ye show insta ke secret agent ka lg rha hai 😂
@ghanu9436,Great
@sagheerahmad-hw9tq,Basic! But still good….♥️💁‍♂️💁‍♂️
@happybains5041,❤❤❤❤❤❤❤❤❤
@sunilawasthi4106,Awasome ❤❤❤❤❤❤
@dhruvinbagthariya3071,Bahot crazy hai 😂😂😂
@sameersamy5626,Bhai paani aa gaya aakho me has has ke😂😂😂
@ravindarsingh4880,Ravi bhai bahut time baad aapki video aayi . So happy to see u back❤❤ .
@ash51o,"IT'S REALLY HEARTENING TO SEE ARIJIT SINGH DOING STAND-UP COMEDY.  BTW, PURE ORGANIC COMEDY WITHOUT ANY ""SO - CALLED"" WORDS TO MAKE PEOPLE UNNECESSARILY LAUGH BY THE VIRTUE OF THOSE ""SO-CALLED"" WORDS LIKE SOME ""SO - CALLED"" STAND - UP COMEDIAN.  LOVE YOU. ❤"
@nainamehra6326,😂😂😂😂This was the funniest video I have seen before hats off
@Series_clips,U r awesome man 😂😂😂
@pranamjyotiborah3502,Bhai❤
@abhibkp,"The Best Stand up artist I've ever seen ❤
Love you bro ... Dil se."
@rashidcrown4689,lite arjit singh...
@indranilsukla1082,😂😂😂😂
@vibgyor_dreams6421,Bahut shandaar ravi bhai.. koi faltoo ki language use kiye bina... Itna bandhiya content... Maja aa gaya...😂😂😂😂... Ishwar kare aap aisi hee saaf suthri comedy karte rahen aur hum sabko aise hee hasate rahe...🙏🙏💐💐
@Vedantchopkar-pq7yy,What is that song the entry song mai aaj ki soch me phati m hoon
@NSmovies_07,Mja aa gya 😂
@anshuaryan4722,Isko to best kehna hi pdega or koi option nhi hai😂😂
@FitwithswecchaSVk,R u from Varanasi?
@ajitkumar-fn5rp,"are yarr itni behtreen and the last comment is ""mzaa aaya""😂😂"
@aka.AbdulSharma,Genuinely this is insane❤
@rishavraj6313,"Full comedy, no - nonsense talk, just full comedy 🤣🤣🤣🤣"
@sanjaybeniwal2786,Joke ki machine gun chalu kar diya yaar back to back 😅
@subhamchanda4464,Enjoyed every second of the video. 😂❤ fantastic 👏 👌
@pradeepparmar710,quality content ❤️
@sunilgautam8330,Bahut badhiya
@sweekarudas,😂😂😂
@SHIVAMRAJPUT-dv4vv,Sab subscribe kr liya sare video dekh liye aur ye wala dekh to mai haste haste rone lga aur sabse jyada share krne wala insaan ban gya
@ankitarawat7831,Library me video dekh rhi hu ab hasi nhi ruk rhi 😂🤣
@RusoThomas,😅😅😅😅😅
@jagatswain3548,Awesome..... It makes my day 😁😁😁
@DebjitSarkar-bw9nz,20min me itna zada content. Bohot engaging.  Maza agaya.
@AlokSingh-rj1gt,"Bro, this was amazing. Jokes after Jokes. Loved it. ❤❤"
@mkmishra91,Too too good
@santkumarkushwaha2054,👏👏👏😁😁
@blessedsanjay,Hilarious buddy !!! I was laughing throughout 🎉
@thebeautyofheaven1637,You becoming Arjit Singh slowly slowly 😂
@SoSimpleTutorial,Thats great
@karanjohri6749,Well done Arijit Singh🤣😂
@sahirahmed1556,The best ever bro
@arjunsinghrana6644,Awsome Video by ravi gupta sir you are amazing😂😂😂😂
@sarikasiddhinautiyal2531,👏👏👏👏😂😂😂😂👌
@mustakinsk1453,Sun be Android se phone mat kiya kar mujhe 😅
@aakriticharanpahari9188,Arijit Singh doing comedy
@mdimranali8270,StandUp comedy me sirf do aadmi hai jinka koi mukabla nhi hai. Ek aap ho  Ravi Gupta bhai aur dusra Abhishek upamanyu. Aap dino ka koi mukabla nhi hai. Keep it up
@MrAkhil,Joss bro 😅
@shayyarrrrr,Quality 🔥🔥🔥🔥
@ankittiwari4387,अद्भुत😊
@guider..6599,Its accent like pankaj tripathi😅🎉🎉
@Dr.Aman_singh,Bhai pehla waale video better the no offence but you are good
@abhirai6124,This guy is something 😅❤
@janhavigoswami9767,Bhag jav yaha se wala epic....🤣🤣🤣🤣
@Fantasyedits.i,Bro amazing 🎉😂😂😂❤
@dheerajphogat2984,What's this song??
@swatir.567,I didn't knoe Arijit Singh did Stand up comedy LOLOL
@yugantakapati7190,Nice one..Good work..Hope to see you live soon..
@ajatshatru108,Bahut dhaasu acha laga bhai.. ekdam unique character ke comedian ho .. maza aa gya 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
@sandykkr,You're the most amazing person in the world.... Lots of love Bhaiii ❤
@siddhantpandya7901,Arijit Singh has good sense of humour
@Arnak569,Wow just wow ... awesome bro... Almost every second I was laughing... Too good man 😂😂😂😂🎉❤
@ILoveYou-dh6cj,Love you bro❤❤
@Tablet_Pharmacy,"19:24 Mai tak Puri video dekh ke nhi aaya , Mai video ko aage kar rha tha mera hath sidha corner pe Jake ruki 😂"
@parirachana,Very funny.
@ZubairAhmad-vk5rf,Non-stop comedy....excellent work.. keep it up
@kailashh8719,Bahut badhiya
@franklin_johnson01,😂😂😂😂😂😂😂😂
@kushupadhyay2600,You are the best 😂
@shubhamkamblesk1221,😂😂😂
@Yadava_Krishna,"*Abhishek Upmanyu
*Anubhav singh bassi
*Ravi Gupta
*Akash Gupta

These are my favourite stand up comedian ❤"
@binayakvideos,Nice work bhai 👏👏👏
@SngtaprmSngee,Supup😊😊😊 maja aagaya
@vivek_Singh7,2 minute silence for those audience who are sitting there because they don't deserve this masterpiece.
@deepikadevi9703,It's hilarious and amazing 😅😅😅😅😅
@TusharKumar1717-v7h,Bhoot 😂😂😂😂
@jagdishdevgan8057,Jabardast 😂😂😂❤❤❤ 1 number
@bruzzoworld,Finally video aa gai 😂😂
@smile2880,Jabardast 😂
@bajajkar1,One of the best stand up...ever in youtube history...dekhna hi hoga...dawaza bandh hai
@sumit928-g9f,Bhai sahab🎉🎉my shortest 20 minutes 😂😂😂🙏🙏
@samad1515,😂😂😂😂
@Course_walahhhhh,Abhi tak ka sabse hasin 20.06 minute ❤
@neelupatel1219,Maza aa gaya
@bhaveshtandel7987,Hilarious
@Aryannoobyt_,Maal ka foundation course Bassi bhai ke paas hai 😂😂😂
@nehukanojiya1829,Jabardast😂😂😂😂
@edge.100,"bhaisaab
cheers🤣🤣"
@rohitdwivedi2843,Love you...... Tu purush nhi dawa hai dawa❤
@Gurupanditji.....,😂😂😂
@Lucifer_Saraswat,Bahut achhi lagi ..mummy ko bhi dikha diya
@MayurPanse,Bhai jo hasa hu mai....😂😂😂
@zuhanaweti4121,I mean... The Content is just next level
@niraj5708,Arijit Singh in 144p ❤😂
@solutionsandtricks,super hit 😂❤
@PairfectVibes,Arijit Singh stand up karte huye 😂
@Learnwithvk18,❤❤❤❤❤
@COMEDYWITHAKASH-d2o,Maza aaya 😂😂
@SANDEEPTHAKUR-rn8wo,Bhai ye bahut kamaal thi yaar pehle bhi acchi hoti hain videos but ye to alag hi level tha
@GauravSingh-n4p,This was just so epic!! Laughed out my heart. Keep up the good work bro!!
@ShivamMr360,Jaldi sa comment ker deta hu like milega😊
@suhanmalik3316,Me bhie roast video bnata hu  to mja aa jayaga dek kar😂
@bachhokidunia3795,Love it
@bimalbisthere,Wah
@shadanr8447,What a performance 😂
@Pankaj-kumarsingh,Bolte the nahao 😂
@durgeshchoudhary3656,Bohot achi ❤
@reviewbyabhaysingh2212,Bahut badhiya bhai
@karankhambhati,"Simple line ko  smoothly joke me convert karna koi inse sikhe,
Travel vlog ko aisa bana ne ka balatkar*(chamatkar) koi inse sikhe,
Kalakar toh kahi hai
Kala ko akar dena sikhna hi hai toh koi inse sikhe."
@satyamsinghthakur738,intro song??
@MohdArif-l8f,Wow outstanding performance ❤❤❤😂😂😂
@kidsworld_officiall,Life me isse behtar standup ni dekha 😂❤
@grannyster305,Arijit Singh comedy bhi krte hai 😅😂
@manishsalian6033,top notch comedy 🙏🤣
@deepikapaudel2112,😂😂😂😂
@sharad1368,Awesome Ravi Bhai Pure Comedy without any creeping ❤
@anukritism,I had a leg day workout today and I was laughing so hard listening to this that the tough workout was a breeze. So simple and so hilarious
@safarnamaedits,"Bhai aapki video outstanding, fabulous or amazing tha…. Aap aise comedian ho jisne ki sabit kr dia ki bina jada gaali galoj kr ke bhi logo ko hasaya jaa sakta h🌹❤️"
@namanjain1408,Hilarious set ❤
@princetiwari8292,Maje aa gye yr 😅
@sonuchauhan5939,Love you bhai😂😂
@AbhishekSharma-kj1fr,Areee arijit sir ye kis line me aa gye aap
@waqasamjad7686,"You are just amazing 
Love you from 🇵🇰 
Hope so see you some day"
@Kaosarali__7,Shot dekh dekh kar aagye aap ke full video per phele instagram fir Facebook book ab subscribe kar diya❤❤
@nasans4,Bahot dino k baad kuch accha milaa...
@bantykumar2999,Itna jyada random jokes 😅. Kya baat hai ❤
@AntonChigurh-d3f,When did ARIJIT singh start performing stand up ?
@aaruadbhut9075,बहुत खूब 😊
@Prashantkumar-ro5hj,Doesn't he look like Arijit... 😂
@junaidkhan-tf3su,Bast jock bacha tumh nh hoega
@umaromy5434,😂😂😂😂
@keshavmait1,"Your content is gender neutral, unlike other’s. This is working great."
@Azad-k4f1i,Kon kon ye so dekh raha hai
@dheerajnayakbindashboy2399,Secret Ajent
@rdeepsingh1583,Bhai ji 12 minutes ke video tak kasam se kahun bilkul hasi nhi ayi ji
@viratsinghrajput123,"Achhaa tha Bhai.. 
Maza aagya.."
@kanhaiya4297,"मैं इतना हंस कि बगल वाला दोस्त मुझे भगा दिया
 बोला  पागल हो गया है ये 

................................................. tab like ❤"
@kurupbhadouria9845,Nycc
@ssabmohmayahai2904,😂😂😂amazing
@nikhilprateek7796,"Hilarious 
😂😂😂😂❤"
@MalahiTolaVinesMTV,Please Bhai subscribe kar do❤❤❤❤❤❤❤
@Nitesh-be4mk,❤❤❤😂😂😂
@suneelacharya7114,Video is awesome 😂😂
@anandkumarpatel9020,Mast
@kamalsharma-pf5dz,बहुत सही ...
@ilmasiddiqui110,😂
@soumyadewangan2101,Love your videos❤️
@deepakyaduvanshii_,Mai bhi kal ki chinta nahi karta 😅
@Peter_Parker1986,No vulgarity pure comedy ❤
@Megafaiz7861,Isko lagta hai ye stand-up comedy kar k humari ankhon me dhool jhonk dega...lekin kitni bhi koshish kar le...humei pata hai ye ek undercover agent hai
@karan15ahuja,💯💯💯
@pallavbhatia9423,Intro music kills me 💀 I need a Spotify version please 😅
@nayture_man,Hilarious one bro
@SimranKaur-py3bz,"Amazing Comic .
Well Done .
Your comic content is Always  amazing."
@sahbealam1423,😂😂😂😂😂😂❤❤❤❤
@ncoolguy143,Too too good ❤❤❤❤👌👌👌
@SimranKaur-py3bz,"Superb .
I am huge fan of your comedy.  
Looking forward to see your show , next time in Melbourne."
@baladatt3552,Sandar gupta ji
@yourstaraninlondon4403,Saaf suthri comedy
@abhirajsingh5460,Superb bro ❤😂🎉
@jitenmeherofficial2594,congratulations 1M subscriber hone wale h 😍
@Pujon_dhar1,😂😂
@AliSolangi-g2t,hilarious love from Pakistan 🇵🇰
@ivct23,This is EPIC.. Truly EPIC 😂🔥💥
@skid-90,Visit assam . Solo trip . Race v kar sakte ho .
@papajohn325,Bhai back to back punches. Maza Aa Gaya.
@deepanjlipandey7058,48 cup ke baad chai nhi de rhe 😂😂😂
@adityabanerjee4966,"Is content pe puri movie ban sakti hay ... ""Ravi'sh"" title se plan kar lo sir ji"
@shahnawazalam3145,"patna ka ticket kb aayega
??????"
@the_lynx.,Which intro song did he use plz if anyone can recommend
@upendrasingh,Bhai ki hr line me punch h
@Rajkumarpandey-co1eb,Bhai lajawab
@upendrasingh,Bhai harsh gujral ko class dedo
@Gaming_with_NK,"Comedy ka Pankaj Tripathi 😂
The delivery of jokes is just so smooth and phenomenal 👍🏻"
@mehulbhanot1194,Ye bkl kon se angel se funny hai
@RiteshJhaggar,Best as always 😊😂
@zeeshanansari2297,Modi bjp ke hote huye desh pe koi aur kaise kabza kar sakta hai don't worry 😊
@ishitsompura,Arijit kyun comedy kar raha hain?
@AnkitMishra-t5n,"One of my fav comedian... The way you present is what i like.... Also where to get the intro song of this video ""kal ki chinta nahi karta"""
@AltamishHsn,"Par yaar, ye quality content ka itna kam audience kyu?"
@sameenahasan4233,You are amazing
@heartedperson460,"Bhaiya ji, aap regular video dala karo...1 saal baad dala h video..pta nhi kitne subscriber mrr gaye honge bina latest video dekhe😅😅"
@TasaduqZamirKhan,Favourite comedian ♥️
@Unproud__gaurav,Too funny!!!
@arhaamaz2811,Watching it 2nd time😂😂
@TravelUpdate-f1k,🤣🤣🤣
@tanyaawasthi62,Too good! Every line is just epic🤣
@ujjwalkant7040,bhai kya admi ho bhai aap..itna funny koi nh h 😂😂
@vijaypalahivj9522,Marvelous....I never laugh hard like that...better than I expected..good job
@dnbhatia85,+Be title hona chiye
@Sam-edits-gs2qx,Arijit singh stand up bhi krne lga
@gouravansal9940,Bhai it was lit
@chinmaypurushottam,"Are Ravi sir, Ticket bhi le li, Insta pe follow bhi kar diya, Abhi bas Pune aake Mayank se Milaado!😂😂"
@crazyshorts6955,😂😂😂
@nickydoco,Waste of time 😢
@pesmobilestreaming5413,U are just awsm sir 💗
@pridarshan92,@ravigupta bhai jabardassst 😂😂😂😂😂 Maja aagyaa
@adventurekhan5938,Only 18+😂😂
@micromax8711,😂😂😂😂
@jaydaga6999,really good
@mayanktandan8029,9:30 यामाहा fascino साहब 😂
@shraddhapandey3374,My most favorite stand up comedian❤🌸 best humour🔥
@studyobservation6780,Aap next kapil sarma ho ai din use aap piche cho doge ..... masterpiece comady hai apka ❤
@asifhussain2277,Video 5/5
@Prcthecloudkitchenvlog,RAGA COMEDY ❌ RAGU COMEDY ✅
@mithuhannan1521,Awesome vedio brother.... love from Assam
@ujjawalpatidar1080,Arijit Singh???😅😂😂
@CMGeetu13,This is the best comedy video I have ever seen❤
@kareemkhan-zy8qd,Superb 😂
@swarnimgupta3701,"swarnim 
gupta swarnim"
@swarnimgupta3701,thik h
@vijaysingh6777,"Abhishek apmanyu, anubhav, harsh gujral = Ravi Gupta love you bro"
@shivamsharma6346,Baki sb shi h....end me ye kaam vaam mt bta k jaya kro yr
@GhostDevilGamer,Bhai ki video aagai finally😅
@Starfurniturewala,Me haat me pattr leke kada tha 😂😂😂🎉🎉
@adisaxena4359,bdia hai .. ur best work slow comedy with fast writing😍
@Starfurniturewala,😂😂😂🎉🎉
@joyshreesarkar6042,Hilarious 😂
@Simplified777,it just keep getting escalated 🤣
@aradhanapandey6069,Where u get those comic ideas sir ...u r superb ...
@dineshrayat1703,Better than crowdwork @raviguptacomedy
@sabkuch2366,Bhai ye video khatam nhi honi chahiye thi 😇😇😇😇😇😇😇😇aage se script likhna to maal fook ke likhna😂😂😂😂😂
@jagritiswetheart6946,Without vulgur content so lovly comedy...❤
@I_Am_Rushikesh,Majja aaya bhai.. 😂😂😂
