Username,Comment
@Dracula.liftss,His expression 🤣🤣🤣🔥
@balbirsingh-iw1lo,Outstanding.. referred by my son
@ToonTimeTv-24,Arijit Singh ka bhai abhijeet Singh 😅😅
@ShubhamPatel-cq7zb,Loved it man 😂
@prakashkumar1634,Zabardast 😅😂😊
@kaninicajana9442,Woww just woww ❤️
@shauryadangwal4589,This guy looks like Arijit Singh in a stand up comedy version.
@BhartiSharma-qp8qv,Hahahahahhahahahaha I can't stop laughing 🤣
@Mr.Hbk_Minimee,"Sir you are one of the finest artists we have, Aapke shorts vlogs dekh ke mood fresh ho jata h. My wish is to travel with you once, the content you deliver that is just out of the world thanks for making us laugh."
@shivamshai4284,"Maja aa gaya 
Gupta ji tusi great ho ji ❤"
@shivamdubey4620,Good ❤❤
@cutsmania9901,😂😂😂😂😂
@shubhamkumarrastogi8578,Bhai tum YouTube pe hi dala kro ..Qki shows wali vibes nhi Apke standup se
@JAGMOHANSANAND,Thanks
@MDMARVELS91,5:12 OP 😂
@arpitshukla2382,Its not what  he says its the way he says it.
@vishalparte750,😂❤💸
@Life_happens007,Imagine a guy with such traits in real life thats not funny but irritating only 😢
@devendrakushwaha6469,I enjoyed it a lot itna kbhi ni hasa pehle Mai...thank u Ravi ji ❤❤
@harshkuvera2864,Plz jaldi upload kro  or video
@harshkuvera2864,😂😂 shandar l
@dreamer862,Mai v gupta hu😂
@shashank105,Excellent writing. And what a lovely performance. Flawless. You are a class above and apart.
@abhishekdubey5241,After my exam its fastest 20 minut of my life 😂😂
@ashishagrawal999,"Good language
No slang
Great punches
Keep growing"
@KLBhajanmala,Gajab😂😂😂
@hariharcoachinginstitute,😊😊😂😂😂
@pragyajha1640,Without vulgarity ❤
@priyankayadav6618,🤣🤣🤣🤣🤣🤣🤣
@pragyajha1640,"This man should be brand ambassador of ""purest comedy "" earphone 🎧 lagane ki bhi jarurt nahi padti❤❤❤❤"
@BHURBAK,Awesome yaar Guptaji too good I was continuously laughing through out the video....🤣🤣🤣🤣🤣🤣... excellent video....😂😂😂😂😂❤❤❤❤
@upaharkhanal4956,Sach main pisab lag gyi😅😂
@movieshub6854,Awesome bro😂
@aditeeshrivastava,BEST 😂
@erensApologist,the opening sounded like arijit singh origin story
@mglover290,Ravi bhi love you...by the way wo secret agent kaha giya😂😂😂
@imranmidas,Thanks for making my day Bro.
@bageshwar-dhamwale.,Kon kon insta se aya hai like kro
@AbdulRahman-ge7vd,Bhai bht maste hai comedy 😂😂😂😂
@rakeshsurwade2061,You are 😂😅😂......
@anuj.3kumar,Arijit Singh ye kis line mein aagye aap 😂😂
@shubhangisabale5233,🤣🤣🤣
@sriharidhramahadeek9076,Me and my family had come to Srinagar for the program by canara bank and we all loved your stand up comedy!! You're really entertaining and have great sense of humor.
@taraduttasenapati6875,Never thought I'd laugh this hard at anyone who isn't Abhishek Upmanyu. Great job man.
@pavanprasad9908,Thank you mam 😊
@abhisheksingh7547,1 million🎉
@XSmishrax,पेशाब का क्या है जब सोचोगे तब लग जायेगी तुम्हें☺️☺️
@shanadam5691,Zabardast 👌
@AlbinusChettiar,amazing
@Ridazubair1,Zabardast
@gulshanbaghel4860,Dhasu h
@ajaypartapsingh6546,Bina gaali galoch k best standup comedy❤❤❤
@rajsuri8619,good .....best part is you never laugh between the jokes .....god bless u.. keep it up..
@kargilsingh7567,Sahi hai eco family comedy hai boss apka .... Keep it up... Ye bolne k jo paisi the mere upi me transfer kr dena ...🙏🧐
@Gamez970,Gowar part was so funny 😂😂😂❤❤
@pankajshrivastav3278,😂👍
@PrateekDuttaofficial,Bhai apke show ka 2nd June 2024 ki delhi ki ticket ka option nh mil rha hai booking ke liye. Yh kaha milegi makemytrip pe?
@dhammapaithane6096,Evry legend wants become secret agent like u bro❤😂
@babbubatra7373,"Jiyooooo gupta saab, excellent शुद्ध देसी comic👌👍👏👏"
@bullrider1345,😂😂 Awesome 😂😂😂
@Partho2010,Best ever show❤❤
@khiteshsvlogs9411,Suppp suppppp supppp
@AviTalpade,katayi zeher chacha 😂😂 punch pe punch are jra break to lelo
@Lamp_51,as a pahadi sheelajeet one is true 💀💀💀
@avinikarena2745,Man you are the best.....
@mahi_mn77,Congratulations bhai 1 M complete 💯💯💯
@WealthCreationwithMrAD,Excellent 😂😂😂😂😂😂😂😂😂😂😂😂😂😂
@rahul363,I love my actor
@thebktraveller,Much better than a stupid comedy i saw from the guy who won the big boss 👌
@rubaanwar712,❤atee sundar comedy
@virkeshpatel4449,Hilarious 😂😂😂
@veeryadav5306,😂😂😂😂 nice
@PratapSingh-pq2db,Muje jeh youth dekh ke bohat jalan hoti hai...
@priyankagupta127,Maine kai baar dekha phir bhi old lgta hi nhi h. Maza ji aa gya baar baar😂😂😂
@sunilchander8885,Nice bro
@isunnysingh01,🤣🤣
@subho856,❤❤
@syedshams3462,Stand up comedy at its best
@jdeep4ever,"Undoubtedly


You are Outstanding. A real stress buster"
@abdullahdesigns00,Kamaal ho yaar tum! You gonna always stand out!
@HimadriShankarSen,"Absolutely amazing! Crisp, brief, and genuinely funny jokes. Great content!!"
@prashantrdgmc,bahut sahi bhai
@BurningMotivation-ch6js,"His act always on different level..
Full of humours😂😂😂😂😂"
@dishantkoli8814,Ravi Gupta ❌️ Pankaj Tripathi ✅️
@dds9552,Really funny 👍 enjoyable ...I would like to hear about political satire as well.
@AbcAbc-yh1jo,uper wala fullscreen and playback feeds are new to me..
@akashmehta9193,Fabulous 🤩 outstanding 😍
@AyushAgrawal-j8h,thanks for making me laugh😅❣️
@faisiiimans6149,😂😂💯💯💯💯
@ShubhamPatel-ch2ns,That is hilarious 😂
@vinishkashyap2116,huge respect great comic timing insane fab or next time rishikesh aao to city center most welcome hai apka apna iphone store❤
@amitkumarsingh-ng9sw,I never like stand up comedy but when I have seen you I become big fan of you
@streetlightproduction,bhai😂
@snkvideoworld164,भाई ❤❤❤ से धन्यवाद 😂😂😂 वीडियो बहुत ही अच्छा है कुणाल कामरा के लॉन्ग वीडियो के बाद आप का ही देखा है 😅😅😅 बहोत मजा आता है आप बस इसी तरह अपना काम करते रहो थोड़ा मंहगाई और बेरोजगारी पर भी ध्यान देते तो अच्छा होता धन्यवाद
@ketanskolhapure5529,Bahot badhiya bhai
@chetanpadia4421,Bhai maal to lagaya hai
@Adnanshaykh07,Bhai subh se bht stress th.. Relax hogya 😂😂😂
@spiabhi,"Amazing bro, you don't even take a pause, and make others laugh out loud, nonstop.
Can't stop laughing.."
@SudhanshuRaj-k5f,Raju Srivastava sir ke baad mujhe aapke hi videos achhe lagte hn .
@nileshsolanki4289,Ravi Bhai nind nhi aa rahi thi to socha koi song sun lu YouTube open Kiya to aapki video samne aa gayi aapki video dekh ke Khushi huii mene to socha tha ki 1 sal se koi video nhi aayi to aap nipat to nhi gaye😂
@supersukant,"Non abusive real comedy, It went ""SMOOTH"" :)"
@supersukant,SUBSCRIBED and Shared :) 
@pjohar313,Perfect 😂
@ravindersingh-bi3di,Bhai asli Gupta ji ka dabba vala punch feel karta rishikesh jaate hue
@anupamprudent,❤ truly awesome..after so long time laughed genuinely
@poojitamishra7167,Ravi bhai…. Laughed out so loud after so long😂😂
@sartajansari5061,😂
@sampurnanand3379,opening song ka naam kya h?
@zhreyagrawal,fab yaarrr gajab ho aap😂
@anki7876gmail,love his comedy❤😂
@sunilbhat6758,Ultimate
@rahulmasoun3949,Endless😊❤
@dineshlakhanpal141,Wah Bhai maja aa gaya😂😂😂
@hari0m235,Supee se upar 😅
@ankitmidha4733,Too much funny
@ravivishwakarma887,Excellent Man
@anowarhossainmondal7115,Mast😂😂😂
@KundanKumar-ey7el,Superb 🎉🎉🎉
@IrfanKhan-zb6qo,Awesome bro😂😂😂
@kishorberad3820,Thanks a lot for relaxing my whole body
@swapnilpendurkar3960,14:48 tht maggy😂😂😂
@mo.danish3308,Love from Jaipur
@Pratapbrazil,❤❤
@jyotishukla1167,Bahut acha hasaya apne mai bimar cal rhi hu apke video se bahut hasi mai thanku so much
@Offers.q8,Wow 😮
@sunnyrauniyar6769,Oo bhai dhanyaawad😍😂❤️
@ikrammalik9031,Sabse ghatiya Banda on internet
@rishabh4u195,Next level Geree Tea Punch 😂
@ashoksinghmaurya3991,U r the real comic... Without any bulgur language.. U did so hard..
@ashoksinghmaurya3991,Ghajab..
@kartikkumar-gu1ey,Bhai big fan aap Ambani k ldke ho na mne dkha h aapko
@vishalbhardwaj8527,Yrr bhai niggr video❤😂
@AshishChauhan-hk6ts,👌♥️👌♥️👌♥️👌♥️
@GANGSTAGANG34,Crazy bhai 😂😂❤
@pawanacharya569,pishab wala line crazy bro😂
@Sakeel_Hunter,Ek number boss 👌
@pawanacharya569,"gupta bro ek number yar 
best point ye he ki bina gaali dete itna badiya joke superb bro😂😂"
@cindrellafrancina1368,You are awesome ❤
@mayurmhadgut1700,❤
@vedicbharat2308,Without vulgarity so much humor..nice job
@aftabraj1865,Mast Ravi Bhai.... please videos thoda jldi upload kiya Karo
@bintayhawa347,Outstanding style and comedy. Ur material is outstanding and different from other Indian comedian. ❤❤
@solewarning,5:30 hagn* ke liye bhi nanga hona padta h to kya hagn* chod de😂
@JaldiYahaSeHaato,Bahat din baad ek badhiya standup dekha ❤
@Vaibhavzx10,Funny office
@ABHISHEKTIWARI-bh8we,Gupta bro... Well done.
@mainaksaha6151,Rupam Islam kabse stand up comedy karne lag geya vai 😂😂😂😂
@jorbamax1080,Non stop laughter... the way make momentum it never breaks 😂😂 must ek dum
@TAPISKHOBOR,Hi
@jorbamax1080,Just wow 😂
@akshaypanwar1089,Kati zehar
@ankur_thesprout,Gupta ji maja aa gaya bhai...ek dam jaan daal diya bhai...😅😅😅😅
@PradeepKumar-ej9xo,Joote wala mast tha 😂
@maheshpise9458,5:55 😂😂😂😂
@manojverma6382,Video bahut jordar h ❤
@deepsingh8758,"Thank Sir for This Extra stress relieving video.
Its just Amazing."
@sinha18,You are a non stop comedian... great humour great delivery great content...jiyo guru
@BaatBiharKi_Kahra01,Supb Boss😂😂😂
@FitnessWithSameerr,"Rajasthan ,,, chuk naaa Jana 😂😂😂😂😂 everywhere chuk na jana"
@RajeshKumar-cl5kf,zehar
@p.s5682,No No No No....😂😂😂😂 This was too amazing man.  👌👌👌👌👌👌👌👌👌👌
@varshabagadia,You're one of my favourites! Always fun to watch you.
@vijaysingh-rm9fn,Gupta ji I am big fan of yours ❤
@statusking-zy3tp,Arijit ke gane or apke tane    khatarnak hai bhai👌🤣😂
@HarshSharma-hm3cj,Bad jokes
@HarshSharma-hm3cj,Bad jokes
@HarshSharma-hm3cj,Bad jokes
@HarshSharma-hm3cj,Bad jokes
@ashukumarsharma3748,"Very nice sir, family comedy show😂😂"
@MonJyoti-g5g,❤❤❤❤❤❤❤❤
@kuldeeppanwa5882,You look like Arijit Singh 😊
@ankitrana1694,What great writing 🔥🔥🔥
@oneplusmalushte7814,Best manus❤😂
@kaundalvivek3093,Ren do pahado se to bore ho gye ho aap ab 😢😢😢
@abhaymamgain6482,should i laugh?
@sa2742,Thank you
@akhileshjha9566,Awesome
@BikramMahato05,Look like Arijit Singh 😂❤
@advocatetausifjamal9260,Guptaji hamara comment padhtey he aapka jeevan Dhanya ho jayega...or mein aapko esee tarha entertain karta rahunga.... ATTITUDE
@1-GOD-ONLY..,Different all together 👍👌
@anmol_kumari_vocalist,Best!!
@Ritesh_Chavan30,😂😂😂😂
@kaptainlevi6958,4:36  16:04  16:27
@akhileshpal4968,Awesome
@sinusongs,Arjit singh stand-up comdy search kro gussy 😂 😂
@alldreams4265,Kamal kar dita gupta ji
@gulzaibshona5388,"Thankyew so much pure love from Pakistan ❤
Btw uh got fuckng amazng next level humr😂"
@Mr_kala,Same condition
@dakshjain2926,not funny
@theassamknowledge6843,Very nice 👍🏻😂
@anjalipundir8133,Hello sir I'm really a big fan of you
@ashishchoudhari2963,look like Pankaj Tripathi on stand up 😂
@KhanHak-o8w,i havent seen someone so talented standup ke sath singing you are great arjit sir
@nanjunda.m1058,😂 Mujhe laga ki ARIJEET SINGH singing chotke stand up comedy kar Raha hai 😂 ohh god😅
@amitjaat8895,"Bhai hum haryana se hh 
Isss mme comedy kha hh 
1 baar bb hansi nhi aayi 
Pta ni ye itne chutiye kyu hanss rhe hh 
Iss se acha  tto hmare buddhe hansa de hh"
@soujanyaspeaks,Very entertaining
@ArupRaj-l7b,Mujeh toh bilkul bhi hasi neki aayi.. 😢 kuch new try karo.. Honestly bata raha hu bilkulbhi hasi nehi aayi pata nehi kiyu.. Logo ko hasi aa rahi hai😕
@nishantgarg198,bahut badiya
@iamindian9419,Super comedy  video
@mi-485,Awesome 😂😂😂😂😂
@RanjanKumarGuruJI,गर्दा उड़ा दिया
@GirdharNetam-vy5ym,Nice bro❤
@happythought9958,Love you Bhai Dil se dua hai hamesha khush raho maza aa gaya
@arijitkarmakar6550,This man from another planet😂😂😂
@sayantanghosh7094,Very nice comedy!
@ankitashrivastava3085,👌👌👌👌👌👌👌👌👌👌👌
@Monabhai153,Bhai juute wala bahot sahi tha 😂😂
@bhavyadholakiya9778,Malhar thakkar lite?
@NELLSON456,Itne ossomom ho yaar sir golden words really bolke
@neplwrldtrends1246,when did aarjit sssingh started standup comedy
@amitsandhu7615,Bhut khub bhaiya apka koi aisa video nhi hai jo maine nhi dekha ho Love u bhaiya ❤
@captainprice1196,loved it
@OmegaSite,RAVI GUPTA ❌ARIJIT SINGH LITE ✅😂😂😂😂😂😂😂
@Vikgam1,Excellent clean comedy. Loved it.
@rajibenni4349,You have shows in Chennai?
@rajibenni4349,I liked ur cool  way of telling joke  I worked  in airline  can relate going  fast in the beginning and slow latter 😂I I enjoyed  the video while  driving  back home  from work ❤
@awkwardhero..,"भैंस का माल फूंकने से ज्यादा मजा तो इस वीडियो को देख कर आया है 
😂😂"
@ashutoshsharma9423,😂
@sagarRao-s2r,"Awesome 🎉🎉🎉🎉
Iam happy"
@santoshutekar,Ek number....😂😂
@abhinavsaini2843,Arjit Singh
@MrAmitdhawan76,Ek dum gajodhar 😅😅😅😅😅
@souravbhandari6963,"Comedy thi ya bakchodi vo to pta ni par 20 min Kab nikl gye pta hi nhi chla.
Bhoori ne maal bna ke diya ya nhi ?😂"
@HarishKumar-up7ei,😂😂😂😂😂😂😂
@VaishuCantDraw,"I've to pause the video because I really need to know, is it just me... Or does he really look like Abhishek Bachchan 😂 
( Please reply, now I am going back to see the whole video..."""
@vipul4789,more videos please
@shahnooralam110,Peshab wala was actual 😂😂
@sunishsingh229,Show ka list 2024 ka hai kya ?
@ayushpundir4657,Jokes kaha the. sirf one liners maare hai poori video main. Nhi aayi hassi bhai
@mohinder_dosanjh,One of the funniest stand-up
@sheraboy_tech,Bro I watched your first time video Dil jit liya ❤❤❤ lge rho😂
@unique-beats,apko gali dene ki zarurt nhi h sbse best comedy
@ronitraj4157,Kya hi bolu bhai aapko.. best as always
@mohitmehar3360,"great bhai, fully tight show... laughed at every second of the vdo"
@smitpatel1436,It is like never let them know your next move .
@AyushJain-xr2sc,😅
@samreshkishore7230,Love your style and every video
@farshiebitu1887,Hehehe Full comdey 😅😅😅
@nitinmalaviya9403,Aapka full relax attitude hai mazaa aata hai
@PradeepKumarPandaEconomist,Absolutely top class comedy 😂😂😂
@MICKEY05,😂😂
@gauravvarshney9198,Everything is a recall to his previous sets. Nothing new. Not funny
@Durgamatamandirmustafabad,garda ura diye bhaiya  .....bahut mast video hai
@thevirus9532,Bas bhaiya ji gand-fad-di i....
@Notificationmaster,Arijit ka light version 😊
@tejirai1347,Preganancy brings some sort of depression but u made me laugh so hard that I had tears in my eyes 😂😂 thank u so much 🙏God bless u bhai 🙏
@nikhileshsinha4836,Loved it Ravi bhai❤
@tejirai1347,Wata comedy boss 😂😂😂😂 next level 😂😂😂😂😂😂
@JayaVermaa,🔥
@abhishekkushwaha9215,Bhai maza dila diya... office se ghar ja rha tha..sara stress gayab ho gaya
@yashraaz504,He looks like Arijit Singh  sometime 😂😂
@akhan74295,Finally he remembered his channels password 😂
@ShivamPandey-o2o,Der aaye Durust aaye!.....loved your writing timing and expression.
@nohopeaa-103,❤❤❤😃😃😃😆😆
@nawazsharifindia,Awesome Bhai
@meghadas9829,Awesome awesome
@barnalichintey2696,❤❤❤ from Assam
@akhileshsingh8175,Video to ekdum maal hai 😂
@Minihuskygirl,"Bhai matlab pet gayab karwa diye,  haste haste anulom vilom ho gya 😂😂😂"
@sandykkr,What a man... Hilarious n most funny 🤣
@dratumz05,Is Singapore on your travel schedule?
@veerendramishra2167,Bhai yrrr..gajab ho😂😂😂
@hridweshbarman2781,Like for 1M
@nitishmanhas3290,"Gupta ji bol rhe hain, friends aur family ke saath share kar lo! 😂 Bhai ji friends to theek hai par family ke saath 😢😅😂😂"
@rupa7675,Mtlb 😂😂 gajab
@uvaismahmood4855,Maza aa gaya 😅😅😅
@TalentoholicSURGEON,Mza aa gya ..ab mai padh paungi thnku Ravi jii🫂❤️
@Nishant_everyday,NOT FUNNY 😅
@jineshkumar4660,Best❤
@jitenderaggarwal6380,Too good bro!! Love you from Singapore.. Singapore kab aa rey ho ?
@Khawa-daawa,Tickets Guwahati k liye q nhi hai??
@muhammedimran8728,"Ravi bhai thanks for your time, you help me to release my work stress."
@Ketanrathod0593,Koi ek line dhundado bhai jisme punch na ho ya hasi na ayi ho. Gupta Ji Kamal ho bhai 😂❤😂
@iam_Kumarr,punch pe punch punch pe punch ..punch in every line .Awesome dude!
@pallaveesingh8368,Best ever❤
@BharatSingh-mt9ku,too good gupata ji..
@Davlog7030,Maja aa gaya sir ji ❤❤❤❤❤😂😂
@Priyakilife,Ravi gupta best stand up comedian
@Priyakilife,So funny 😂😂😂
@arslanasif2280,Bilkiul startup ka sahi kaha pakistan main bhe easa hee hay 90%
@yogeshvj6217,Brilliant stand up ! No vulgarity at all. Pure entertainment!
@imsupritam,Never seen such a pessimistic person 😅😅
@SonamSingh-wz3vp,1:40 ❤❤❤🎉🎉🎉
@avisharma5463,"Usually i don't comment on the videos but you made me to write one.. No crowd work, no roasting of anyone, no vulgarity, pure sense of comedy with your amazing body language and voice, amazing writing, kudos to you brother. Please bring such videos more and your Instagram agent blogs♥️Love you bro😂"
@SidhuAk29,Awesome 👍 good job 💫💯 love you boss 💯😍🥰🤩
@Pirate_Hunter_Zoro11x,You are the best ❤🙌!!
@GuesssoGaming-nq3jc,He looks like arijit singh ?
@peterminj,🎉
@aakashduggal1366,This is awesome seriously best of the best
@nayanlimbu8167,"""Kaha reh gyi bhuri""😂😂😂😂"
@Itsaradhna22,Without abuse words👏🫶👌👌😂😂
@sidharthasutar,Love u man ..
@tarunroher1866,Love you bro
@Techscope-jd2sd,Mst Hai Bhai maal fhuk ke dekh rha hu Kuinki Gyan Ki to Koi Baat thi nhi Lucknow ki kashmiri chai peene fir se ayiye 20 april ke bhi phle mza ayega akhiri br tbhi mile the mza aya tha
@around_the_world4764,He is totally looking like Arijit..
@hemantkaps,Coincidence me abhi momos ho kha rha hu😂😊
@poojamaraskolhe5817,At Nagpur on March 3rd...tickets booked. ❤
@farielsamiahassan3064,You are awesome 🥳
@tigrisgamingyt,"0:20 gane ka name batao yaro, YouTube search bar may kay kay nahi likh dala maine."
@Blogduniya.,"Copyright
Ye to mere dost ki story h"
@hemantkaps,Office stand Up was too hot to handle
@RustamKumar-zl7cn,Vvv
@suchitaparab843,Mai sirf aapka standup comedy dekhati hu.  Jo apaki purity hai na gajab ki hai .. superb God bless you always
@VaibhavShewale,usko aaj tak pyar hai isliye 8 saal baad bhi msg aane k baad reply karti hai block nhi ki
@idiots_johnny,Mast!! 😂😂😂
@AkshiKirarVlogs,Saw your video for the first Time 😂😂😂😂 hillarious 😅
@idsagarnamekar4554,German backery 😂😂😂😂😂
@devhindu07,😂😂😂
@zik1366,"Maja to bohot aaya but main bolunga nahi....
Kyoke Mera attitude bohot jyada hain 😂❤❤"
@Riteshr907,Pure comedian 🫶🏻
@theDiarieVentureS,mast
@mohammadabdul9875,Bhai lajawab
@skstipstricks2585,Wah sharma G wah maja😂😂 agya
@avisekchanda8817,"'Attitude"" -  ARIJIT SINGH ke Sath Match  Nehi ho Raha.🤣🤣🤣🤣🤣🤣
Anyway, Clean Comedy Gupta Ji. Thanks & Waiting for The Next.
EDIT: GUPTA JI 1 MILLION,  ""KHANA CHOOK JAI CHALEGA, COMEDY ISKE JAISA MAST HONA CHAHIYE"".
😄😄😄😄😄"
@deepakprajapati2563,Respect❤
@Joxo_,Akela pan se mai bhi mar raha hu
@madhushukla__,Awesome 😂
@shivambhatililagames,the way you twist the scene is Hilarious.
@bhveshkumar5108,gupta ji is rock yr. 😍😍
@HonestlyWitty,Everyone was laughing continuously. This man can talk for hours and people will be equally engaged.
@Satyam-yi5xu,Arijit Singh 🤔
@dev.digi.studio,masti ek dam jakas
@husainezzy3251,Bohot hard
@NidhiSingh-uv5qz,You're amazing😂😂😂
@fuckemhaters,Bhai tum he meri b Umar lag jaaye❤
@komalkumari1895,😂😂😂😂😂😂😂
@chinmoy_bora6915,kya baat vai !! bohut funny tha puri video 😂😂
@sureshtiwari4963,Arijit Singh 😮😂
@defaulter6206,<3
@amanpandey-yn1wm,Bahut backodi aadmi ho yaar 😂😂
@aditshah9981,Besttttttt
@itsAKad,Love your comic style and comedy.
@shivamagar1540,Agent ravi ji❤❤
@aman02am,Hilarious Ravi bhai😂😂😂🤣
@adarshyadav3498,Gobar vala mal 😂😂😂😂😂
@sonamgupta012,Maja aaya aapki video dekh kar ❤❤
@adi_gupta_26_9,😂😂🤦🙋
@hemrajrathia_1556,Wah Arijit.. Mja aa gya😂👍
@nafiulmuksit6134,"video dekh hi raha tha ki 1 million pura ho gaya, congrats brother"
@memesoncall3007,The laughs in the background are irritating after some time 😢
@Shxklain._XD,"1,000,000th subscriber 😂
Best stand up comedian 🥹 
never disappoint us 🔥🔥
Congratulations sir for 1 million subs 🔥✨️❤️‍🩹"
@omeshgarg9134,😂😂😂👍👍🫶🫶
@himanshusolanki9325,Top class boss🎉
@faisalahmedkhanpa,Love from Pakistan Gupta G
@Ronit-o4j,without abusing you can do stand-up..
@shivamblock376,"Nice video
❤"
@imtiazali687,Arijit Singh lite
@mdsuhaib7208,Arijit Lite 2.0 😅😅😅
@rajeevchaudhary4831,"Soch ke aaya tha aaj aapke video par ek bar nahi hasunga but video dekhate dekhate bahut hasa 😂😂😂😂😂😂😂❤❤❤❤❤❤❤
Part 2 jald hi lao ❤❤❤❤"
@skcration001,Main apko Instagram pe follow krta hu or vlog bhi dekh ta hu app jo background music use krte ho vlog me uska name ❤
@rajeshlokhandesir8928,We all friends will meet You on 15 june @ Nagpur.. fatte maze karenge
@neel7092,😂😂😂😂
@ramanandprasad2691,Aaj hi 1 M hojaiga aapka
@AayushGuptaYoutube,🤗🤗😆
@tribesofashtivalueoftribes9000,Solo चिल करना बहुत ultimate हैं
@anshumanroshan8139,Gupta ji leman gram.tea piyo 😁
@SanjayBhai-zf3py,Ye sare log jabar dasti has rahe hai 😢
@kingshuk.1973,i can't stop grinning for seconds...😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄 but don't laugh by yourself
@saloniroy7181,Hass hasss k aanshu aagye aankhon me... 🤣🤣🤣
@anilmahala2042,mast bhai maja aya
@harishkamboj7185,osemmmmmmmmmmmmm
@divyaparashar5700,"This is an absolute piece of art Ravi Gupta ..... so so well written and the way it was delivered. Awesome, Hilarious and wonderfully written leaving behind the few unrequired words . 👌👏🙌🤘"
@its_utkal,Ohh bhaiii😂😂
@debrajpradhan07,गुप्ता जी दिन बना दी हमारी आज 😅
@rishabhsharma6643,"""Reverse humour comedy"" 😅😅 term to describe your way of comedy. I absolutely love it 😂❤️"
@ashishkumarshaw5716,Sasta Arjit Singh 😂😂😂
@thewal7,i am the 1M subscriber
@shivanipathak2201,Superb vdo ❤❤❤❤
@durgeshsingh10sept,"kutte ne ego pe le liya aur mujhe hi kaat liya - ki kyun nhi kaat sakta main bey 😂😂

bandar ko jhapad mar ke kela cheen liya. 😂😂"
@riddhimaarai6090,Dyuuummmm!!!!! Jus loved each and every sentence ......His  sense of humour is incredible.... Keep it up bro🙏
@rampaluikey,Mza hi mojza
@KashfaOishi111,Garibon ka Arijit 🙂
@softwaredeveloper9193,Yrrr ye Arijit Singh comedy kab se kr rha h😂....
@pratimarangari1776,Everything was fine until you promoted Maal!
@aryavarta2348,Guptaji ap benares se ho kya ???
@sauravrathore6591,Best stand up till now
@nitendragupta1831,Mja a gya..
@ankitmishra7527,😂😂😂laugh never before
@nitinsaxena930,Mja aaya aur mai ye maja sbko dena chahta hun isliye share kar raha hun
@itsfuntime1124,Yahi agar koi aur bolta to shayad itna maza nhi aata tumhare bolne ka style awesome hai bhai😅
@sidharthmehta907,Arijit singh 😂
@Ramiz-Shaikh,He looks like Arijit Singh from some angles.
@BaBavisualizer,Arijit singh
@gktucana400,Emotions.......
@blackmooneft5399,Love You Gupta jii ❤
@KanikaSinha-t9f,King of sarcasm 👑.
@GareebTraderrr,"Average video bro 
Not bad"
@mohit4562,Arjit bhai 😂
@Papa-Shango1,boht badiya😀😀
@FreakLifts_500,Arjit Singh at stand-up comedy 😂
@kumarsubhoh6919,masttt
@Mohitparsoya05,Ultimate
@mr.niteshji,Jai shree Ram ❤
@harishsen3373,Bhai oppo ke phone me he ye video dekh raha hu 😂
@AnimeshTV,"Gupta ji ka ladka alag he hai ahahhaahahhah(bhai shoutout de do mujhe bhi )


only standup comedian i watch"
@TraderSarfaraz,Badhiya hai bhai........keep this flow
@PujaaYadav-wn5jh,"Kis kis ko.......... 
Ye thode se Arijit singh jese dikh rahe h👀❤"
@_.deepak10.__,Arijit singh 😅🤨
@vishalverma880,Love from Punjab ❤
@angryfire007,Ye arjit singh kis line me aagya 🙂
@drruchawaghmaremude2918,Who else thinks he looks like Arijit Singh...
@sandeepgupta9450,Katai jahar
@saminamizwan8082,"Clean comedy... So far best show.
I had to pause video to breathe between the laughter. Love it!"
@Pawanarora-gd2cy,Kya baat
@shizuka78791,6:28
@shizuka78791,😅😅😅😅😂😂😂😂
@ashmershams5694,very desi man. loved it.
@aashugoswami666,
@Loveykhem,😂😂😂😂
@pranjal_y23,Awsm yr …🤣🤣🤣🤣🤣 gupta ji is best 👌
@kaishzain,Arijit Singh depression me daalne ke baad khush karne ki koshish me 😂😂😂
@abhisheksikervar,very nice.. bhut hasi ayi... bas maal wali bt nhi krni thi. wo anjane me promote kr diya aapne..
@Ankitraj-ev3yc,Pankaj tripathi sir ka awaaz jaisa hai aapka awaaz.
@opvlogs8294,Pesab ka kya hai jab sochoge tab lagega ... It's personal bro 😂
@WhiteCloudMusicx,Bhai ko yt chnnl yaad aagya 😅😂❤
@sauravrajput7705,1 like = 10 min study 😅😅😅😅😅😅
@HarryPotter-2123,Nice ❤❤
@rahulbarman3411,Mud bahot मस्त ho जाता he भाऊ
@RajuBisht-v6p,Tum gajab ho yarr
@abhiruproy2750,Since I was having lunch all by myself in the office cafeteria I started watching this video. I had to stop watching after a few minutes as I was not able to control my laugh
@o_rahee_chal,Oooohhh mannn superbbbb 1st time itni hasi aai kisi standup me❤
@anshulnema4513,Arjit shing jaisa dikh ra j
@pulkit.kulshrestha586,Aap ki comedy gajab hai maza hi ajata h
@99bssffdd,"Comedy to thik h pr ,Zakir bhiya ki awaj q nikl rhe"
@VineetaPandey-fx5dc,"Ur comic timing is incredible Ravi...
Keep up the good work..."
@Uttrakhand01,Mja aagya bhai😂
@Abhimaann__,Are Arijit Singh ??? Aap standup comedy kabse karne lage ?😂😂
@deepakkrishna555,Volg pe ful vdo banaya karo bhai
@1.2m82,"Arijit Singh yahn bhi, comedy kab se? 😊"
@MohammedYousuf-fo1wu,Bohath zabardast thi❤
